child_id,time,note
1,2025-10-25 08:04,少なめ
1,2025-10-26 18:08,少なめ
1,2025-10-26 11:21,普通便
1,2025-10-26 13:36,やわらかめ
1,2025-10-27 16:45,やわらかめ
1,2025-10-28 11:10,少なめ
1,2025-10-28 06:45,普通便
1,2025-10-29 20:06,やわらかめ
1,2025-10-30 10:56,やわらかめ
1,2025-10-30 18:51,普通便
1,2025-10-31 14:22,やわらかめ
1,2025-10-31 17:11,やわらかめ
1,2025-11-01 15:08,少なめ
1,2025-11-01 07:17,やわらかめ
1,2025-11-01 13:05,やわらかめ
1,2025-11-02 09:46,少なめ
1,2025-11-02 07:24,やわらかめ
1,2025-11-03 08:08,普通便
1,2025-11-03 16:34,やわらかめ
1,2025-11-04 16:38,少なめ
1,2025-11-04 18:18,少なめ
1,2025-11-04 17:00,普通便
